,Date,Open,High,Low,CloseClose price adjusted for splits.,Adj CloseAdjusted close price adjusted for splits and dividend and/or capital gain distributions.,Volume
72,"Jan 27, 2025",626.61,663.87,625.10,659.88,659.29,"28,399,200"
73,"Jan 24, 2025",636.40,652.00,634.20,647.49,646.91,"19,065,300"
74,"Jan 23, 2025",627.36,636.60,621.15,636.45,635.88,"9,910,200"
75,"Jan 22, 2025",623.30,633.70,619.43,623.50,622.95,"12,274,000"
76,"Jan 21, 2025",617.83,621.50,609.01,616.46,615.91,"11,674,000"
77,"Jan 17, 2025",624.05,624.97,603.67,612.77,612.23,"17,280,600"
78,"Jan 16, 2025",611.50,616.25,609.71,611.30,610.76,"8,355,300"
79,"Jan 15, 2025",610.21,622.46,606.50,617.12,616.57,"15,524,300"
80,"Jan 14, 2025",605.07,605.49,588.55,594.25,593.72,"13,598,000"
81,"Jan 13, 2025",607.10,608.97,598.45,608.33,607.79,"10,785,000"
82,"Jan 10, 2025",610.03,629.91,597.34,615.86,615.31,"19,256,600"
83,"Jan 8, 2025",613.40,616.44,602.79,610.72,610.18,"10,085,800"
84,"Jan 7, 2025",631.70,632.10,608.23,617.89,617.34,"12,071,500"
85,"Jan 6, 2025",611.83,630.99,605.62,630.20,629.64,"14,560,800"
86,"Jan 3, 2025",604.76,609.50,596.41,604.63,604.09,"11,436,800"
87,"Jan 2, 2025",589.72,604.91,587.82,599.24,598.71,"12,682,300"
88,"Dec 31, 2024",592.27,593.97,583.85,585.51,584.99,"6,019,500"
89,"Dec 30, 2024",588.75,596.94,585.58,591.24,590.71,"7,025,900"
90,"Dec 27, 2024",599.41,601.85,589.80,599.81,599.28,"8,084,200"
91,"Dec 26, 2024",605.48,606.30,598.94,603.35,602.81,"6,081,400"
92,"Dec 24, 2024",602.72,607.99,599.28,607.75,607.21,"4,726,100"
93,"Dec 23, 2024",589.60,601.09,586.25,599.85,599.32,"10,205,800"
94,"Dec 20, 2024",590.58,603.11,580.00,585.25,584.73,"48,989,400"
95,"Dec 19, 2024",610.39,611.52,595.00,595.57,595.04,"14,958,100"
96,"Dec 18, 2024",621.00,627.36,596.32,597.19,596.66,"17,075,500"
97,"Dec 17, 2024",626.17,632.37,616.54,619.44,618.89,"12,897,800"
98,"Dec 16, 2024",629.98,631.15,618.58,624.24,623.69,"10,885,600"
99,"Dec 13, 2024",627.22,631.08,616.89,620.35,619.30,"8,453,300"
100,"Dec 12, 2024",631.50,636.66,627.21,630.79,629.72,"7,474,700"
101,"Dec 11, 2024",623.37,638.40,621.53,632.68,631.61,"10,837,200"
102,"Dec 10, 2024",617.56,625.59,612.74,619.32,618.27,"10,938,900"
103,"Dec 9, 2024",623.92,626.40,606.17,613.57,612.53,"11,426,000"
104,"Dec 6, 2024",610.10,629.79,608.53,623.77,622.71,"16,935,500"
105,"Dec 5, 2024",617.08,619.90,607.05,608.93,607.90,"8,081,200"
106,"Dec 4, 2024",612.96,617.78,605.10,613.78,612.74,"14,697,000"
107,"Dec 3, 2024",595.00,614.20,591.25,613.65,612.61,"14,907,200"
108,"Dec 2, 2024",577.50,594.50,575.57,592.83,591.83,"12,522,400"
109,"Nov 29, 2024",569.00,578.46,566.90,574.32,573.35,"7,130,500"
110,"Nov 27, 2024",574.89,574.98,564.10,569.20,568.24,"7,200,200"
111,"Nov 26, 2024",566.00,577.50,565.20,573.54,572.57,"10,356,600"
112,"Nov 25, 2024",562.10,572.59,556.39,565.11,564.15,"13,599,800"
113,"Nov 22, 2024",563.55,563.83,554.59,559.14,558.19,"9,164,000"
114,"Nov 21, 2024",569.52,570.00,549.05,563.09,562.14,"11,154,700"
115,"Nov 20, 2024",562.93,566.35,554.20,565.52,564.56,"9,797,300"
116,"Nov 19, 2024",551.86,561.43,550.60,561.09,560.14,"9,522,400"
117,"Nov 18, 2024",557.04,559.90,550.09,554.40,553.46,"14,346,700"
118,"Nov 15, 2024",571.22,572.57,551.50,554.08,553.14,"17,712,900"
119,"Nov 14, 2024",577.00,580.76,573.01,577.16,576.18,"11,053,700"
120,"Nov 13, 2024",582.61,585.64,575.17,580.00,579.02,"10,757,600"
121,"Nov 12, 2024",588.54,599.66,580.38,584.82,583.83,"16,287,700"
122,"Nov 11, 2024",586.36,587.00,576.51,583.17,582.18,"10,209,100"
123,"Nov 8, 2024",591.54,593.10,584.52,589.34,588.34,"9,415,700"
124,"Nov 7, 2024",576.89,594.80,575.21,591.70,590.70,"14,653,700"
125,"Nov 6, 2024",562.75,573.00,555.17,572.05,571.08,"18,305,400"
126,"Nov 5, 2024",567.30,573.48,566.67,572.43,571.46,"9,775,400"
127,"Nov 4, 2024",564.10,568.69,557.89,560.68,559.73,"12,064,600"
128,"Nov 1, 2024",567.61,573.67,562.56,567.16,566.20,"15,303,200"
129,"Oct 31, 2024",585.00,589.90,563.01,567.58,566.62,"26,838,400"
130,"Oct 30, 2024",600.98,601.20,589.38,591.80,590.80,"26,864,900"
131,"Oct 29, 2024",580.15,593.67,575.40,593.28,592.27,"13,019,100"
132,"Oct 28, 2024",582.00,583.75,574.12,578.16,577.18,"10,925,100"
133,"Oct 25, 2024",573.93,581.29,571.72,573.25,572.28,"11,337,900"
134,"Oct 24, 2024",567.13,568.88,561.52,567.78,566.82,"7,184,700"
135,"Oct 23, 2024",579.97,585.00,562.50,563.69,562.74,"14,248,400"
136,"Oct 22, 2024",574.29,583.53,572.12,582.01,581.02,"8,544,500"
137,"Oct 21, 2024",576.03,577.24,569.11,575.16,574.19,"8,171,900"
138,"Oct 18, 2024",581.10,583.97,575.25,576.47,575.49,"7,694,300"
139,"Oct 17, 2024",583.33,584.97,575.20,576.93,575.95,"8,701,200"
140,"Oct 16, 2024",581.40,582.08,574.03,576.79,575.81,"11,268,400"
141,"Oct 15, 2024",590.16,590.61,580.14,586.27,585.28,"9,564,200"
142,"Oct 14, 2024",594.22,600.10,589.96,590.42,589.42,"8,252,000"
143,"Oct 11, 2024",584.83,591.21,582.71,589.95,588.95,"8,587,100"
144,"Oct 10, 2024",587.57,590.23,582.52,583.83,582.84,"7,740,400"
145,"Oct 9, 2024",593.99,594.39,581.61,590.51,589.51,"9,529,700"
146,"Oct 8, 2024",589.69,593.56,585.97,592.89,591.89,"7,857,400"
147,"Oct 7, 2024",598.22,602.95,584.04,584.78,583.79,"12,014,200"
148,"Oct 4, 2024",583.73,596.85,581.43,595.94,594.93,"14,169,500"
149,"Oct 3, 2024",570.15,583.36,568.73,582.77,581.78,"11,581,000"
150,"Oct 2, 2024",574.86,576.00,569.34,572.81,571.84,"6,524,700"
151,"Oct 1, 2024",577.98,583.04,570.10,576.47,575.49,"15,259,300"
152,"Sep 30, 2024",567.70,574.68,564.80,572.44,571.47,"12,792,300"
153,"Sep 27, 2024",570.10,570.84,564.51,567.36,566.40,"9,398,400"
154,"Sep 26, 2024",575.73,577.40,562.35,567.84,566.88,"14,400,800"
155,"Sep 25, 2024",564.05,576.88,563.72,568.31,567.35,"16,543,400"
156,"Sep 24, 2024",566.68,567.75,554.19,563.33,562.38,"12,993,000"
157,"Sep 23, 2024",569.50,573.98,562.41,564.41,563.45,"12,830,700"
158,"Sep 20, 2024",560.00,564.50,556.30,561.35,560.40,"22,066,800"
159,"Sep 19, 2024",550.00,562.07,546.52,559.10,558.15,"15,647,000"
160,"Sep 18, 2024",537.07,544.20,533.90,537.95,537.04,"10,323,500"
161,"Sep 17, 2024",537.60,542.10,530.57,536.32,535.41,"11,690,800"
162,"Sep 16, 2024",524.54,534.10,517.40,533.28,532.38,"9,527,600"
163,"Sep 13, 2024",520.34,527.58,517.11,524.62,523.23,"10,321,400"
164,"Sep 12, 2024",517.05,526.71,515.22,525.60,524.21,"11,993,300"
165,"Sep 11, 2024",507.01,513.12,495.60,511.83,510.48,"10,782,500"
166,"Sep 10, 2024",508.16,514.18,500.03,504.79,503.45,"9,899,000"
167,"Sep 9, 2024",506.16,511.33,502.08,504.79,503.45,"11,047,800"
168,"Sep 6, 2024",521.88,524.58,498.25,500.27,498.95,"14,744,500"
169,"Sep 5, 2024",511.72,521.63,511.15,516.86,515.49,"8,640,900"
170,"Sep 4, 2024",506.07,516.59,504.07,512.74,511.38,"8,335,200"
171,"Sep 3, 2024",519.64,525.49,508.62,511.76,510.41,"12,459,100"
172,"Aug 30, 2024",521.35,523.54,515.20,521.31,519.93,"9,157,500"
173,"Aug 29, 2024",519.05,527.20,515.68,518.22,516.85,"8,317,400"
174,"Aug 28, 2024",517.67,521.09,512.45,516.78,515.41,"9,106,100"
175,"Aug 27, 2024",518.98,524.01,515.31,519.10,517.73,"6,282,700"
176,"Aug 26, 2024",527.60,528.00,514.95,521.12,519.74,"9,584,000"
177,"Aug 23, 2024",536.92,539.87,525.06,528.00,526.60,"11,323,900"
178,"Aug 22, 2024",537.00,544.23,528.59,531.93,530.52,"15,708,300"
179,"Aug 21, 2024",527.15,539.40,526.93,535.16,533.74,"13,423,300"
180,"Aug 20, 2024",528.35,531.09,525.88,526.73,525.34,"7,944,400"
181,"Aug 19, 2024",526.87,531.66,522.76,529.28,527.88,"9,879,700"
182,"Aug 16, 2024",531.90,533.66,524.66,527.42,526.02,"14,776,700"
183,"Aug 15, 2024",531.79,539.77,526.70,537.33,535.91,"13,482,100"
184,"Aug 14, 2024",528.06,534.00,523.13,526.76,525.37,"11,444,200"
185,"Aug 13, 2024",520.01,531.50,518.15,528.54,527.14,"13,743,800"
186,"Aug 12, 2024",516.86,518.02,509.10,515.95,514.59,"9,767,400"
187,"Aug 9, 2024",507.71,518.34,505.70,517.77,516.40,"13,696,600"
188,"Aug 8, 2024",497.50,509.96,494.72,509.63,508.28,"16,156,800"
189,"Aug 7, 2024",503.13,510.15,486.86,488.92,487.63,"20,105,300"
190,"Aug 6, 2024",479.00,502.56,478.65,494.09,492.78,"20,955,000"
191,"Aug 5, 2024",451.35,483.48,450.80,475.73,474.47,"21,396,200"
192,"Aug 2, 2024",489.00,501.15,476.15,488.14,486.85,"24,044,700"
193,"Aug 1, 2024",521.00,527.17,492.10,497.74,496.42,"43,083,100"
194,"Jul 31, 2024",471.02,476.50,466.75,474.83,473.57,"24,285,800"
195,"Jul 30, 2024",467.00,472.73,456.70,463.19,461.96,"11,390,400"
196,"Jul 29, 2024",469.88,473.96,465.02,465.71,464.48,"11,339,600"
197,"Jul 26, 2024",464.20,469.77,459.42,465.70,464.47,"14,222,400"
198,"Jul 25, 2024",463.26,463.55,442.65,453.41,452.21,"18,240,500"
199,"Jul 24, 2024",472.31,476.30,460.58,461.27,460.05,"17,649,700"
200,"Jul 23, 2024",489.84,495.22,487.72,488.69,487.40,"9,455,500"
201,"Jul 22, 2024",486.58,492.06,483.90,487.40,486.11,"12,023,100"
202,"Jul 19, 2024",476.06,486.71,475.71,476.79,475.53,"15,149,400"
203,"Jul 18, 2024",475.00,479.24,464.54,475.85,474.59,"19,267,200"
204,"Jul 17, 2024",479.17,479.17,459.12,461.99,460.77,"28,076,600"
205,"Jul 16, 2024",501.50,503.95,485.79,489.79,488.49,"14,075,800"
206,"Jul 15, 2024",498.63,506.68,493.37,496.16,494.85,"12,539,200"
207,"Jul 12, 2024",497.76,508.09,494.23,498.87,497.55,"19,750,500"
208,"Jul 11, 2024",530.89,535.46,508.37,512.70,511.34,"16,458,300"
209,"Jul 10, 2024",530.79,538.88,528.36,534.69,533.28,"10,983,300"
210,"Jul 9, 2024",533.75,537.48,528.19,530.00,528.60,"8,753,200"
211,"Jul 8, 2024",542.35,542.81,526.65,529.32,527.92,"14,917,500"
212,"Jul 5, 2024",511.60,540.87,511.60,539.91,538.48,"21,354,100"
213,"Jul 3, 2024",506.37,511.28,506.02,509.96,508.61,"6,005,600"
214,"Jul 2, 2024",500.76,510.50,499.45,509.50,508.15,"7,739,500"
215,"Jul 1, 2024",504.95,506.58,493.17,504.68,503.34,"10,328,200"
216,"Jun 28, 2024",517.15,521.88,503.84,504.22,502.89,"15,855,100"
217,"Jun 27, 2024",514.25,522.88,513.90,519.56,518.19,"10,121,200"
218,"Jun 26, 2024",506.65,513.81,504.68,513.12,511.76,"8,882,300"
219,"Jun 25, 2024",497.05,510.71,495.50,510.60,509.25,"12,109,800"
220,"Jun 24, 2024",499.20,507.80,494.29,498.91,497.59,"13,525,300"
221,"Jun 21, 2024",503.45,503.45,492.39,494.78,493.47,"23,130,700"
222,"Jun 20, 2024",502.00,503.67,496.77,501.70,500.37,"11,801,200"
223,"Jun 18, 2024",504.56,506.00,495.02,499.49,498.17,"13,060,400"
224,"Jun 17, 2024",501.67,510.75,496.01,506.63,505.29,"11,266,600"
225,"Jun 14, 2024",502.65,507.15,500.75,504.16,502.83,"10,243,300"
226,"Jun 13, 2024",505.71,509.36,501.36,504.10,502.27,"9,954,600"
227,"Jun 12, 2024",513.99,514.01,504.47,508.84,506.99,"11,983,200"
228,"Jun 11, 2024",500.16,507.60,498.27,507.47,505.63,"9,673,700"
229,"Jun 10, 2024",493.86,502.66,493.41,502.60,500.77,"11,236,900"
230,"Jun 7, 2024",495.91,498.91,490.17,492.96,491.17,"9,380,700"
231,"Jun 6, 2024",492.98,502.82,490.89,493.76,491.97,"10,667,300"
232,"Jun 5, 2024",484.45,496.65,483.91,495.06,493.26,"15,690,500"
233,"Jun 4, 2024",477.00,478.89,473.23,476.99,475.26,"7,088,700"
234,"Jun 3, 2024",470.86,479.60,468.24,477.49,475.75,"11,279,400"
235,"May 31, 2024",465.80,469.12,454.46,466.83,465.13,"16,919,800"
236,"May 30, 2024",471.67,471.73,464.71,467.05,465.35,"10,735,200"
237,"May 29, 2024",474.66,479.85,473.70,474.36,472.64,"9,226,200"
238,"May 28, 2024",476.58,480.86,474.84,479.92,478.18,"10,175,800"
239,"May 24, 2024",467.62,479.85,466.30,478.22,476.48,"12,012,300"
240,"May 23, 2024",472.88,474.36,461.54,465.78,464.09,"11,747,900"
241,"May 22, 2024",467.87,473.72,465.65,467.78,466.08,"10,078,600"
242,"May 21, 2024",467.12,470.70,462.27,464.63,462.94,"11,742,200"
243,"May 20, 2024",469.95,473.20,467.04,468.84,467.14,"11,745,100"
244,"May 17, 2024",470.83,472.80,468.42,471.91,470.19,"10,807,300"
245,"May 16, 2024",475.00,477.69,472.75,473.23,471.51,"16,608,200"
246,"May 15, 2024",474.98,482.50,471.20,481.54,479.79,"13,100,500"
247,"May 14, 2024",463.37,472.54,460.08,471.85,470.13,"10,478,600"
248,"May 13, 2024",472.75,473.35,462.85,468.01,466.31,"14,668,800"
249,"May 10, 2024",477.09,477.50,469.60,476.20,474.47,"10,750,000"
250,"May 9, 2024",470.00,476.08,467.63,475.42,473.69,"9,437,700"
251,"May 8, 2024",463.50,475.58,463.00,472.60,470.88,"11,683,900"
252,"May 7, 2024",466.29,471.53,461.31,468.24,466.54,"13,406,800"
253,"May 6, 2024",455.58,466.16,453.34,465.68,463.99,"15,094,600"
254,"May 3, 2024",445.93,454.17,443.85,451.96,450.32,"16,489,100"
255,"May 2, 2024",438.84,443.96,432.28,441.68,440.07,"15,221,300"
256,"May 1, 2024",428.60,449.96,427.11,439.19,437.59,"20,344,900"
257,"Apr 30, 2024",431.05,439.62,429.72,430.17,428.61,"18,429,500"
258,"Apr 29, 2024",439.56,439.76,428.56,432.62,431.05,"21,502,600"
259,"Apr 26, 2024",441.46,446.44,431.96,443.29,441.68,"32,691,400"
260,"Apr 25, 2024",421.40,445.77,414.50,441.38,439.78,"82,890,700"
261,"Apr 24, 2024",508.06,510.00,484.58,493.50,491.71,"37,772,700"
262,"Apr 23, 2024",491.25,498.76,488.97,496.10,494.30,"15,079,200"
263,"Apr 22, 2024",489.72,492.01,473.40,481.73,479.98,"17,271,100"
264,"Apr 19, 2024",502.80,502.80,475.73,481.07,479.32,"25,111,000"
265,"Apr 18, 2024",499.82,512.21,499.04,501.80,499.98,"14,808,700"
266,"Apr 17, 2024",503.10,503.16,487.14,494.17,492.37,"12,193,700"
267,"Apr 16, 2024",498.11,504.77,497.11,499.76,497.94,"9,847,900"
268,"Apr 15, 2024",516.72,518.53,497.28,500.23,498.41,"13,512,900"
269,"Apr 12, 2024",517.75,520.19,509.33,511.90,510.04,"11,944,900"
270,"Apr 11, 2024",521.11,523.86,517.29,523.16,521.26,"10,369,500"
271,"Apr 10, 2024",509.29,522.56,505.80,519.83,517.94,"11,418,500"
272,"Apr 9, 2024",522.23,525.87,506.74,516.90,515.02,"10,881,400"
273,"Apr 8, 2024",529.28,531.49,518.89,519.25,517.36,"13,260,600"
274,"Apr 5, 2024",516.86,530.70,514.41,527.34,525.42,"19,242,000"
275,"Apr 4, 2024",516.42,530.00,510.58,510.92,509.06,"26,476,300"
276,"Apr 3, 2024",498.93,507.24,498.75,506.74,504.90,"12,099,200"
277,"Apr 2, 2024",485.10,497.53,484.65,497.37,495.56,"11,081,000"
278,"Apr 1, 2024",487.20,497.43,481.78,491.35,489.56,"9,247,000"
279,"Mar 28, 2024",492.84,492.89,485.15,485.58,483.82,"15,212,800"
280,"Mar 27, 2024",499.30,499.89,488.07,493.86,492.06,"9,989,700"
281,"Mar 26, 2024",505.13,510.00,495.21,495.89,494.09,"11,205,400"
282,"Mar 25, 2024",505.79,507.22,500.24,503.02,501.19,"8,380,600"
283,"Mar 22, 2024",507.00,509.97,504.34,509.58,507.73,"8,117,000"
284,"Mar 21, 2024",514.71,515.04,506.01,507.76,505.91,"9,712,500"
285,"Mar 20, 2024",499.50,508.20,495.17,505.52,503.68,"11,711,100"
286,"Mar 19, 2024",488.17,496.63,481.28,496.24,494.44,"10,903,100"
287,"Mar 18, 2024",491.91,497.42,486.81,496.98,495.17,"11,755,300"
288,"Mar 15, 2024",489.01,491.83,481.30,484.10,482.34,"29,141,700"
289,"Mar 14, 2024",500.26,501.35,488.16,491.83,490.04,"12,620,000"
290,"Mar 13, 2024",495.39,500.98,491.03,495.57,493.77,"12,090,700"
291,"Mar 12, 2024",493.26,502.31,484.73,499.75,497.93,"15,448,200"
292,"Mar 11, 2024",497.01,497.32,476.00,483.59,481.83,"20,428,300"
293,"Mar 8, 2024",514.19,523.57,499.35,505.95,504.11,"18,575,200"
294,"Mar 7, 2024",503.28,519.85,501.38,512.19,510.33,"18,586,400"
295,"Mar 6, 2024",497.63,502.97,494.29,496.09,494.29,"11,757,900"
296,"Mar 5, 2024",495.00,495.58,487.89,490.22,488.44,"15,325,300"
297,"Mar 4, 2024",503.00,504.42,496.42,498.19,496.38,"12,324,100"
298,"Mar 1, 2024",492.11,504.25,491.85,502.30,500.47,"16,273,600"
299,"Feb 29, 2024",488.44,491.70,482.61,490.13,488.35,"17,732,000"
300,"Feb 28, 2024",485.00,491.05,482.75,484.02,482.26,"12,715,500"
301,"Feb 27, 2024",479.98,487.27,479.92,487.05,485.28,"10,809,600"
302,"Feb 26, 2024",483.47,486.14,480.60,481.74,479.99,"12,101,400"
303,"Feb 23, 2024",488.05,494.36,482.35,484.03,482.27,"18,374,300"
304,"Feb 22, 2024",480.24,489.99,476.06,486.13,484.36,"21,625,800"
305,"Feb 21, 2024",466.50,469.00,461.79,468.03,466.33,"12,977,100"
306,"Feb 20, 2024",469.72,476.18,466.56,471.75,469.54,"18,015,500"
307,"Feb 16, 2024",478.11,478.96,469.21,473.32,471.10,"23,306,500"
308,"Feb 15, 2024",475.28,488.62,472.22,484.03,481.76,"24,212,300"
309,"Feb 14, 2024",467.93,474.11,466.09,473.28,471.06,"16,858,400"
310,"Feb 13, 2024",456.87,467.89,455.09,460.12,457.96,"20,916,600"
311,"Feb 12, 2024",468.19,479.15,466.58,468.90,466.70,"19,382,000"
312,"Feb 9, 2024",472.95,473.59,467.47,468.11,465.91,"18,413,100"
313,"Feb 8, 2024",468.32,470.59,465.03,470.00,467.80,"18,815,100"
314,"Feb 7, 2024",458.00,471.52,456.18,469.59,467.39,"23,066,000"
315,"Feb 6, 2024",464.00,467.12,453.00,454.72,452.59,"21,655,200"
316,"Feb 5, 2024",469.88,471.90,459.22,459.41,457.25,"40,832,400"
317,"Feb 2, 2024",459.60,485.96,453.01,474.99,472.76,"84,615,500"
318,"Feb 1, 2024",393.94,400.50,393.05,394.78,392.93,"29,727,100"
319,"Jan 31, 2024",389.00,398.00,387.10,390.14,388.31,"20,180,800"
320,"Jan 30, 2024",403.59,406.36,399.57,400.06,398.18,"18,614,700"
321,"Jan 29, 2024",394.99,402.93,393.10,401.02,399.14,"18,742,400"
322,"Jan 26, 2024",394.35,396.79,391.59,394.14,392.29,"13,163,700"
323,"Jan 25, 2024",390.17,395.49,385.66,393.18,391.34,"15,091,100"
324,"Jan 24, 2024",390.00,396.15,387.81,390.70,388.87,"15,698,500"
325,"Jan 23, 2024",384.62,388.38,382.08,385.20,383.39,"15,506,100"
326,"Jan 22, 2024",387.95,390.35,381.16,381.78,379.99,"17,680,500"
327,"Jan 19, 2024",379.00,384.36,377.97,383.45,381.65,"21,470,100"
328,"Jan 18, 2024",371.49,376.85,370.95,376.13,374.37,"16,354,300"
329,"Jan 17, 2024",366.30,368.54,358.61,368.37,366.64,"12,724,800"
330,"Jan 16, 2024",373.65,375.61,367.23,367.46,365.74,"15,306,900"
331,"Jan 12, 2024",370.16,377.06,369.54,374.49,372.73,"19,295,700"
332,"Jan 11, 2024",372.13,372.78,362.93,369.67,367.94,"17,205,400"
333,"Jan 10, 2024",360.17,372.94,359.08,370.47,368.73,"22,117,200"
334,"Jan 9, 2024",356.40,360.64,355.36,357.43,355.75,"13,463,900"
335,"Jan 8, 2024",354.70,358.98,352.05,358.66,356.98,"13,890,200"
336,"Jan 5, 2024",346.99,353.50,346.26,351.95,350.30,"13,920,700"
337,"Jan 4, 2024",344.50,348.15,343.40,347.12,345.49,"12,099,900"
338,"Jan 3, 2024",344.98,347.95,343.18,344.47,342.85,"15,451,100"
339,"Jan 2, 2024",351.32,353.16,340.01,346.29,344.67,"19,042,200"
340,"Dec 29, 2023",358.99,360.00,351.82,353.96,352.30,"14,980,500"
341,"Dec 28, 2023",359.70,361.90,357.81,358.32,356.64,"11,798,800"
342,"Dec 27, 2023",356.07,359.00,355.31,357.83,356.15,"13,207,900"
343,"Dec 26, 2023",354.99,356.98,353.45,354.83,353.17,"9,898,600"
344,"Dec 22, 2023",355.58,357.20,351.22,353.39,351.73,"11,764,200"
345,"Dec 21, 2023",352.98,356.41,349.21,354.09,352.43,"15,289,600"
346,"Dec 20, 2023",348.65,354.96,347.79,349.28,347.64,"16,369,900"
347,"Dec 19, 2023",345.58,353.60,345.12,350.36,348.72,"17,729,400"
348,"Dec 18, 2023",337.48,347.56,337.02,344.62,343.00,"18,993,900"
349,"Dec 15, 2023",331.99,338.66,331.22,334.92,333.35,"30,001,600"
350,"Dec 14, 2023",333.85,334.70,328.64,333.17,331.61,"19,607,300"
351,"Dec 13, 2023",333.93,338.37,332.64,334.74,333.17,"16,353,300"
352,"Dec 12, 2023",324.60,334.47,324.56,334.22,332.65,"18,485,500"
353,"Dec 11, 2023",329.40,329.89,320.00,325.28,323.75,"25,802,500"
354,"Dec 8, 2023",323.09,333.17,323.00,332.75,331.19,"14,077,500"
355,"Dec 7, 2023",317.77,328.24,317.77,326.59,325.06,"15,905,100"
356,"Dec 6, 2023",321.93,322.25,317.04,317.45,315.96,"11,294,300"
357,"Dec 5, 2023",318.98,321.88,315.39,318.29,316.80,"16,952,100"
358,"Dec 4, 2023",317.29,320.86,313.66,320.02,318.52,"19,037,100"
359,"Dec 1, 2023",325.48,326.86,320.76,324.82,323.30,"15,264,700"
360,"Nov 30, 2023",331.89,333.50,322.40,327.15,325.62,"23,146,400"
361,"Nov 29, 2023",339.69,339.90,330.78,332.20,330.64,"16,024,500"
362,"Nov 28, 2023",333.40,339.38,333.40,338.99,337.40,"12,637,200"
363,"Nov 27, 2023",336.18,339.90,334.20,334.70,333.13,"15,684,500"
364,"Nov 24, 2023",340.13,341.86,336.77,338.23,336.64,"5,467,500"
365,"Nov 22, 2023",339.21,342.92,338.58,341.49,339.89,"10,702,700"
366,"Nov 21, 2023",338.33,339.90,335.90,336.98,335.40,"12,027,900"
367,"Nov 20, 2023",334.89,341.87,334.19,339.97,338.38,"16,960,500"
368,"Nov 17, 2023",330.26,335.50,329.35,335.04,333.47,"14,494,400"
369,"Nov 16, 2023",329.37,334.58,326.38,334.19,332.62,"18,932,600"
370,"Nov 15, 2023",337.93,338.40,330.02,332.71,331.15,"14,531,200"
371,"Nov 14, 2023",334.54,338.10,333.33,336.31,334.73,"17,179,400"
372,"Nov 13, 2023",326.20,332.33,325.70,329.19,327.65,"16,908,900"
373,"Nov 10, 2023",319.94,329.10,319.46,328.77,327.23,"19,096,200"
374,"Nov 9, 2023",319.42,324.18,318.80,320.55,319.05,"16,103,100"
375,"Nov 8, 2023",318.14,321.33,314.88,319.78,318.28,"13,609,700"
376,"Nov 7, 2023",317.06,321.00,315.12,318.82,317.32,"14,055,600"
377,"Nov 6, 2023",315.98,318.33,314.45,315.80,314.32,"12,887,700"
378,"Nov 3, 2023",312.55,315.55,311.02,314.60,313.12,"16,754,100"
379,"Nov 2, 2023",317.30,318.82,308.33,310.87,309.41,"21,631,800"
380,"Nov 1, 2023",301.85,312.74,301.85,311.85,310.39,"20,434,600"
381,"Oct 31, 2023",303.31,303.68,296.86,301.27,299.86,"19,434,200"
382,"Oct 30, 2023",299.09,309.40,299.05,302.66,301.24,"28,435,100"
383,"Oct 27, 2023",294.48,299.31,292.97,296.73,295.34,"29,596,300"
384,"Oct 26, 2023",295.00,295.00,279.40,288.35,287.00,"66,684,100"
385,"Oct 25, 2023",310.00,310.88,298.84,299.53,298.12,"42,192,500"
386,"Oct 24, 2023",316.78,318.35,310.63,312.55,311.08,"19,525,500"
387,"Oct 23, 2023",309.50,317.36,307.26,314.01,312.54,"17,796,800"
388,"Oct 20, 2023",314.14,315.30,306.47,308.65,307.20,"22,287,400"
389,"Oct 19, 2023",319.88,321.89,311.75,312.81,311.34,"18,709,200"
390,"Oct 18, 2023",321.39,325.94,315.56,316.97,315.48,"16,851,000"
391,"Oct 17, 2023",318.18,324.40,317.30,324.00,322.48,"16,387,800"
392,"Oct 16, 2023",318.64,321.82,315.52,321.15,319.64,"16,536,100"
393,"Oct 13, 2023",323.53,325.05,312.37,314.69,313.21,"21,341,000"
394,"Oct 12, 2023",328.00,330.54,322.69,324.16,322.64,"20,530,500"
395,"Oct 11, 2023",323.01,328.84,322.95,327.82,326.28,"22,036,300"
396,"Oct 10, 2023",319.12,324.66,318.16,321.84,320.33,"19,038,000"
397,"Oct 9, 2023",312.50,320.33,311.82,318.36,316.87,"22,503,700"
398,"Oct 6, 2023",301.44,316.31,300.91,315.43,313.95,"21,784,000"
399,"Oct 5, 2023",304.63,306.21,299.50,304.79,303.36,"19,130,000"
400,"Oct 4, 2023",298.73,306.90,298.50,305.58,304.15,"16,880,500"
401,"Oct 3, 2023",304.26,306.77,299.64,300.94,299.53,"17,362,300"
402,"Oct 2, 2023",302.74,307.18,301.63,306.82,305.38,"16,265,600"
403,"Sep 29, 2023",307.38,310.64,299.36,300.21,298.80,"25,356,600"
404,"Sep 28, 2023",298.94,306.33,296.70,303.96,302.53,"22,167,100"
405,"Sep 27, 2023",300.45,301.30,286.79,297.74,296.34,"36,429,800"
406,"Sep 26, 2023",297.66,300.30,296.01,298.96,297.56,"19,417,200"
407,"Sep 25, 2023",295.64,300.95,293.70,300.83,299.42,"18,987,000"
408,"Sep 22, 2023",299.30,305.38,298.27,299.08,297.68,"25,369,600"
409,"Sep 21, 2023",295.70,300.26,293.27,295.73,294.34,"21,300,500"
410,"Sep 20, 2023",305.05,308.06,299.43,299.67,298.26,"19,379,500"
411,"Sep 19, 2023",302.48,306.17,299.81,305.07,303.64,"15,924,400"
