,Date,Open,High,Low,CloseClose price adjusted for splits.,Adj CloseAdjusted close price adjusted for splits and dividend and/or capital gain distributions.,Volume
1550,"Mar 12, 2019",172.09,173.80,171.22,171.92,171.11,"12,155,300"
1551,"Mar 11, 2019",171.60,174.30,171.58,172.07,171.26,"18,884,000"
1552,"Mar 8, 2019",166.20,169.62,165.97,169.60,168.80,"13,184,800"
1553,"Mar 7, 2019",171.50,171.74,167.61,169.13,168.34,"18,306,500"
1554,"Mar 6, 2019",172.90,173.57,171.27,172.51,171.70,"21,531,700"
1555,"Mar 5, 2019",167.37,171.88,166.55,171.26,170.46,"28,187,900"
1556,"Mar 4, 2019",163.90,167.50,163.83,167.37,166.58,"18,894,700"
1557,"Mar 1, 2019",162.60,163.13,161.69,162.28,161.52,"11,097,800"
1558,"Feb 28, 2019",162.37,163.50,160.86,161.45,160.69,"11,114,200"
1559,"Feb 27, 2019",162.90,163.93,160.41,162.81,162.05,"12,697,500"
1560,"Feb 26, 2019",164.34,166.24,163.80,164.13,163.36,"13,784,100"
1561,"Feb 25, 2019",163.07,166.07,162.90,164.62,163.85,"18,737,100"
1562,"Feb 22, 2019",160.58,162.41,160.31,161.89,161.13,"15,858,500"
1563,"Feb 21, 2019",161.93,162.24,159.59,160.04,159.29,"15,607,800"
1564,"Feb 20, 2019",162.25,163.72,161.25,162.56,161.80,"11,770,700"
1565,"Feb 19, 2019",160.50,164.15,160.33,162.29,161.53,"14,345,400"
1566,"Feb 15, 2019",164.51,164.70,160.86,162.50,161.74,"15,504,400"
1567,"Feb 14, 2019",163.19,164.87,162.25,163.95,163.18,"12,755,200"
1568,"Feb 13, 2019",165.38,166.22,163.73,164.07,163.30,"14,205,100"
1569,"Feb 12, 2019",166.86,168.34,164.50,165.04,164.27,"16,292,300"
1570,"Feb 11, 2019",167.90,168.30,165.08,165.79,165.01,"12,811,200"
1571,"Feb 8, 2019",164.47,167.37,164.21,167.33,166.55,"12,561,400"
1572,"Feb 7, 2019",168.20,169.24,165.25,166.38,165.60,"17,517,600"
1573,"Feb 6, 2019",171.20,172.47,169.27,170.49,169.69,"13,281,200"
1574,"Feb 5, 2019",169.15,171.98,168.69,171.16,170.36,"22,557,000"
1575,"Feb 4, 2019",165.70,169.30,163.62,169.25,168.46,"20,036,000"
1576,"Feb 1, 2019",165.84,169.10,165.66,165.71,164.93,"30,806,500"
1577,"Jan 31, 2019",165.60,171.68,165.00,166.69,165.91,"77,233,600"
1578,"Jan 30, 2019",146.22,150.95,145.70,150.42,149.71,"44,613,200"
1579,"Jan 29, 2019",148.09,148.10,143.43,144.19,143.51,"17,632,100"
1580,"Jan 28, 2019",148.05,148.96,146.21,147.47,146.78,"15,508,500"
1581,"Jan 25, 2019",147.48,149.83,146.54,149.01,148.31,"22,237,200"
1582,"Jan 24, 2019",144.64,146.44,142.52,145.83,145.15,"20,955,500"
1583,"Jan 23, 2019",148.28,148.80,143.06,144.30,143.62,"20,098,400"
1584,"Jan 22, 2019",149.20,151.53,146.37,147.57,146.88,"22,378,700"
1585,"Jan 18, 2019",149.75,152.43,148.55,150.04,149.34,"31,029,600"
1586,"Jan 17, 2019",146.95,149.00,146.50,148.30,147.60,"15,787,900"
1587,"Jan 16, 2019",149.00,149.65,147.00,147.54,146.85,"18,025,700"
1588,"Jan 15, 2019",146.01,150.68,145.99,148.95,148.25,"24,069,000"
1589,"Jan 14, 2019",142.00,146.57,141.27,145.39,144.71,"20,520,300"
1590,"Jan 11, 2019",143.15,145.36,142.57,143.80,143.13,"12,908,000"
1591,"Jan 10, 2019",143.08,144.56,140.84,144.20,143.52,"16,125,000"
1592,"Jan 9, 2019",142.95,144.70,141.27,144.23,143.55,"22,205,900"
1593,"Jan 8, 2019",139.89,143.14,139.54,142.53,141.86,"26,263,800"
1594,"Jan 7, 2019",137.56,138.87,135.91,138.05,137.40,"20,089,300"
1595,"Jan 4, 2019",134.01,138.00,133.75,137.95,137.30,"29,002,100"
1596,"Jan 3, 2019",134.69,137.17,131.12,131.74,131.12,"22,717,900"
1597,"Jan 2, 2019",128.99,137.51,128.56,135.68,135.04,"28,146,200"
1598,"Dec 31, 2018",134.45,134.64,129.95,131.09,130.48,"24,625,300"
1599,"Dec 28, 2018",135.34,135.92,132.20,133.20,132.58,"22,627,600"
1600,"Dec 27, 2018",132.44,134.99,129.67,134.52,133.89,"31,202,500"
1601,"Dec 26, 2018",126.00,134.24,125.89,134.18,133.55,"39,723,400"
1602,"Dec 24, 2018",123.10,129.74,123.02,124.06,123.48,"22,066,000"
1603,"Dec 21, 2018",133.39,134.90,123.42,124.95,124.36,"56,901,500"
1604,"Dec 20, 2018",130.70,135.57,130.00,133.40,132.77,"40,297,900"
1605,"Dec 19, 2018",141.21,144.91,132.50,133.24,132.61,"57,404,900"
1606,"Dec 18, 2018",141.08,145.93,139.83,143.66,142.99,"24,709,100"
1607,"Dec 17, 2018",143.08,144.92,138.42,140.19,139.53,"24,334,000"
1608,"Dec 14, 2018",143.34,146.01,142.51,144.06,143.38,"21,785,800"
1609,"Dec 13, 2018",145.57,145.85,143.19,145.01,144.33,"18,148,600"
1610,"Dec 12, 2018",143.08,147.19,142.51,144.50,143.82,"23,696,900"
1611,"Dec 11, 2018",143.88,143.88,141.10,142.08,141.41,"20,300,300"
1612,"Dec 10, 2018",139.60,143.05,139.01,141.85,141.18,"26,422,200"
1613,"Dec 7, 2018",139.25,140.87,136.66,137.42,136.78,"21,195,500"
1614,"Dec 6, 2018",133.82,139.70,133.67,139.63,138.98,"28,218,100"
1615,"Dec 4, 2018",140.73,143.39,137.16,137.93,137.28,"30,307,400"
1616,"Dec 3, 2018",143.00,143.68,140.76,141.09,140.43,"24,819,200"
1617,"Nov 30, 2018",138.26,140.97,137.36,140.61,139.95,"25,732,600"
1618,"Nov 29, 2018",135.92,139.99,135.66,138.68,138.03,"24,238,700"
1619,"Nov 28, 2018",136.28,136.79,131.85,136.76,136.12,"29,847,500"
1620,"Nov 27, 2018",135.75,136.61,133.71,135.00,134.37,"20,750,300"
1621,"Nov 26, 2018",133.00,137.00,132.78,136.38,135.74,"24,263,600"
1622,"Nov 23, 2018",133.65,134.50,131.26,131.73,131.11,"11,886,100"
1623,"Nov 21, 2018",134.40,137.19,134.13,134.82,134.19,"25,469,700"
1624,"Nov 20, 2018",127.03,134.16,126.85,132.43,131.81,"41,939,500"
1625,"Nov 19, 2018",137.61,137.75,131.21,131.55,130.93,"44,362,700"
1626,"Nov 16, 2018",141.07,141.77,137.77,139.53,138.88,"37,250,600"
1627,"Nov 15, 2018",142.33,144.84,140.83,143.85,143.18,"30,320,300"
1628,"Nov 14, 2018",143.70,145.58,141.55,144.22,143.54,"22,068,400"
1629,"Nov 13, 2018",142.00,144.88,141.62,142.16,141.49,"15,141,700"
1630,"Nov 12, 2018",144.48,145.04,140.49,141.55,140.89,"18,542,100"
1631,"Nov 9, 2018",146.75,147.76,144.07,144.96,144.28,"17,326,900"
1632,"Nov 8, 2018",150.49,150.94,146.74,147.87,147.18,"24,145,800"
1633,"Nov 7, 2018",151.57,153.01,149.83,151.53,150.82,"21,877,400"
1634,"Nov 6, 2018",149.31,150.97,148.00,149.94,149.24,"16,667,100"
1635,"Nov 5, 2018",150.10,150.19,147.44,148.68,147.98,"15,971,200"
1636,"Nov 2, 2018",151.80,154.13,148.96,150.35,149.64,"24,708,700"
1637,"Nov 1, 2018",151.52,152.75,149.35,151.75,151.04,"25,640,800"
1638,"Oct 31, 2018",155.00,156.40,148.96,151.79,151.08,"60,101,300"
1639,"Oct 30, 2018",139.94,146.64,139.74,146.22,145.53,"50,528,300"
1640,"Oct 29, 2018",148.50,148.83,139.03,142.09,141.42,"31,336,800"
1641,"Oct 26, 2018",145.82,149.00,143.80,145.37,144.69,"31,303,300"
1642,"Oct 25, 2018",147.73,152.21,147.00,150.95,150.24,"22,105,700"
1643,"Oct 24, 2018",154.28,154.65,145.60,146.04,145.35,"27,744,600"
1644,"Oct 23, 2018",151.22,154.77,150.85,154.39,153.67,"19,095,000"
1645,"Oct 22, 2018",154.76,157.34,154.46,154.78,154.05,"15,424,700"
1646,"Oct 19, 2018",155.86,157.35,153.55,154.05,153.33,"19,761,300"
1647,"Oct 18, 2018",158.51,158.66,153.28,154.92,154.19,"21,675,100"
1648,"Oct 17, 2018",159.56,160.49,157.95,159.42,158.67,"17,592,000"
1649,"Oct 16, 2018",155.40,159.46,155.01,158.78,158.04,"19,180,100"
1650,"Oct 15, 2018",153.32,155.57,152.55,153.52,152.80,"15,433,500"
1651,"Oct 12, 2018",156.73,156.89,151.30,153.74,153.02,"25,293,500"
1652,"Oct 11, 2018",150.13,154.81,149.16,153.35,152.63,"35,338,900"
1653,"Oct 10, 2018",156.82,157.69,151.31,151.38,150.67,"30,610,000"
1654,"Oct 9, 2018",157.69,160.59,157.42,157.90,157.16,"18,844,400"
1655,"Oct 8, 2018",155.54,158.34,154.39,157.25,156.51,"24,046,000"
1656,"Oct 5, 2018",159.21,160.90,156.20,157.33,156.59,"25,744,000"
1657,"Oct 4, 2018",161.46,161.46,157.35,158.85,158.10,"25,739,600"
1658,"Oct 3, 2018",160.00,163.66,159.53,162.43,161.67,"23,109,500"
1659,"Oct 2, 2018",161.58,162.28,158.67,159.33,158.58,"36,031,000"
1660,"Oct 1, 2018",163.03,165.88,161.26,162.44,161.68,"26,407,700"
1661,"Sep 28, 2018",168.33,168.79,162.56,164.46,163.69,"34,265,600"
1662,"Sep 27, 2018",167.55,171.77,167.21,168.84,168.05,"27,266,900"
1663,"Sep 26, 2018",164.30,169.30,164.21,166.95,166.17,"25,252,200"
1664,"Sep 25, 2018",161.99,165.59,161.15,164.91,164.14,"27,622,800"
1665,"Sep 24, 2018",161.03,165.70,160.88,165.41,164.63,"19,222,800"
1666,"Sep 21, 2018",166.64,167.25,162.81,162.93,162.17,"45,994,800"
1667,"Sep 20, 2018",164.50,166.45,164.47,166.02,165.24,"18,936,000"
1668,"Sep 19, 2018",160.08,163.44,159.48,163.06,162.30,"19,629,000"
1669,"Sep 18, 2018",159.39,161.76,158.87,160.30,159.55,"22,465,200"
1670,"Sep 17, 2018",161.92,162.06,159.77,160.58,159.83,"21,005,300"
1671,"Sep 14, 2018",161.72,162.84,160.34,162.32,161.56,"21,770,400"
1672,"Sep 13, 2018",162.00,163.32,160.86,161.36,160.60,"25,453,800"
1673,"Sep 12, 2018",163.25,164.49,161.80,162.00,161.24,"24,078,100"
1674,"Sep 11, 2018",163.94,167.19,163.72,165.94,165.16,"20,457,100"
1675,"Sep 10, 2018",163.51,165.01,162.16,164.18,163.41,"20,197,700"
1676,"Sep 7, 2018",160.31,164.63,160.16,163.04,162.28,"24,300,600"
1677,"Sep 6, 2018",166.98,166.98,160.00,162.53,161.77,"41,514,800"
1678,"Sep 5, 2018",169.49,171.13,166.67,167.18,166.40,"31,226,700"
1679,"Sep 4, 2018",173.50,173.89,168.80,171.16,170.36,"29,809,000"
1680,"Aug 31, 2018",177.15,177.62,174.98,175.73,174.91,"18,065,200"
1681,"Aug 30, 2018",175.90,179.79,175.70,177.64,176.81,"24,216,500"
1682,"Aug 29, 2018",176.30,176.79,174.75,175.90,175.07,"18,494,100"
1683,"Aug 28, 2018",178.10,178.24,175.83,176.26,175.43,"15,910,700"
1684,"Aug 27, 2018",175.99,178.67,175.79,177.46,176.63,"17,921,900"
1685,"Aug 24, 2018",173.70,174.82,172.92,174.65,173.83,"14,631,600"
1686,"Aug 23, 2018",173.09,175.55,172.83,172.90,172.09,"18,053,600"
1687,"Aug 22, 2018",172.21,174.24,172.13,173.64,172.83,"16,894,100"
1688,"Aug 21, 2018",172.81,174.17,171.39,172.62,171.81,"19,578,500"
1689,"Aug 20, 2018",174.04,174.57,170.91,172.50,171.69,"21,518,000"
1690,"Aug 17, 2018",174.50,176.22,172.04,173.80,172.98,"24,893,200"
1691,"Aug 16, 2018",180.42,180.50,174.01,174.70,173.88,"31,351,800"
1692,"Aug 15, 2018",179.34,180.87,174.78,179.53,178.69,"33,020,200"
1693,"Aug 14, 2018",180.71,181.99,178.62,181.11,180.26,"19,102,000"
1694,"Aug 13, 2018",180.10,182.61,178.90,180.05,179.21,"17,423,300"
1695,"Aug 10, 2018",182.04,182.10,179.42,180.26,179.41,"21,500,400"
1696,"Aug 9, 2018",185.85,186.57,182.48,183.09,182.23,"19,732,100"
1697,"Aug 8, 2018",184.75,186.85,183.76,185.18,184.31,"22,205,200"
1698,"Aug 7, 2018",186.50,188.30,183.72,183.81,182.95,"33,398,600"
1699,"Aug 6, 2018",178.97,185.79,178.38,185.69,184.82,"49,716,200"
1700,"Aug 3, 2018",177.69,178.85,176.15,177.78,176.95,"24,763,400"
1701,"Aug 2, 2018",170.68,176.79,170.27,176.37,175.54,"32,400,000"
1702,"Aug 1, 2018",173.93,175.08,170.90,171.65,170.84,"34,042,100"
1703,"Jul 31, 2018",170.67,174.24,170.00,172.58,171.77,"40,356,500"
1704,"Jul 30, 2018",175.30,175.30,166.56,171.06,170.26,"65,280,800"
1705,"Jul 27, 2018",179.87,179.93,173.00,174.89,174.07,"60,073,700"
1706,"Jul 26, 2018",174.89,180.13,173.75,176.26,175.43,"169,803,700"
1707,"Jul 25, 2018",215.72,218.62,214.27,217.50,216.48,"58,954,200"
1708,"Jul 24, 2018",215.11,216.20,212.60,214.67,213.66,"28,468,700"
1709,"Jul 23, 2018",210.58,211.62,208.80,210.91,209.92,"16,732,000"
1710,"Jul 20, 2018",208.85,211.50,208.50,209.94,208.96,"16,163,900"
1711,"Jul 19, 2018",208.77,209.99,207.76,208.09,207.11,"11,350,400"
1712,"Jul 18, 2018",209.82,210.99,208.44,209.36,208.38,"15,334,900"
1713,"Jul 17, 2018",204.90,210.46,204.84,209.99,209.00,"15,349,900"
1714,"Jul 16, 2018",207.50,208.72,206.84,207.23,206.26,"11,078,200"
1715,"Jul 13, 2018",207.81,208.43,206.45,207.32,206.35,"11,486,800"
1716,"Jul 12, 2018",203.43,207.08,203.19,206.92,205.95,"15,454,700"
1717,"Jul 11, 2018",202.22,204.50,201.75,202.54,201.59,"12,927,400"
1718,"Jul 10, 2018",204.50,204.91,202.26,203.54,202.59,"13,190,100"
1719,"Jul 9, 2018",204.93,205.80,202.12,204.74,203.78,"18,149,400"
1720,"Jul 6, 2018",198.45,203.64,197.70,203.23,202.28,"19,740,100"
1721,"Jul 5, 2018",194.74,198.65,194.03,198.45,197.52,"19,684,200"
1722,"Jul 3, 2018",194.55,195.40,192.52,192.73,191.83,"13,489,500"
1723,"Jul 2, 2018",193.37,197.45,192.22,197.36,196.43,"13,961,600"
1724,"Jun 29, 2018",197.32,197.60,193.96,194.32,193.41,"15,811,600"
1725,"Jun 28, 2018",195.18,197.34,193.26,196.23,195.31,"18,172,400"
1726,"Jun 27, 2018",199.18,200.75,195.80,195.84,194.92,"18,734,400"
1727,"Jun 26, 2018",197.60,199.10,196.23,199.00,198.07,"17,897,600"
1728,"Jun 25, 2018",200.00,200.00,193.11,196.35,195.43,"25,275,100"
1729,"Jun 22, 2018",201.16,202.24,199.31,201.74,200.79,"17,420,200"
1730,"Jun 21, 2018",202.76,203.39,200.09,201.50,200.55,"19,045,700"
1731,"Jun 20, 2018",199.10,203.55,198.81,202.00,201.05,"28,230,900"
1732,"Jun 19, 2018",196.24,197.96,193.79,197.49,196.56,"19,994,000"
1733,"Jun 18, 2018",194.80,199.58,194.13,198.31,197.38,"16,826,000"
1734,"Jun 15, 2018",195.79,197.07,194.64,195.85,194.93,"21,860,900"
1735,"Jun 14, 2018",193.10,197.28,192.91,196.81,195.89,"19,120,900"
1736,"Jun 13, 2018",192.74,194.50,191.91,192.41,191.51,"15,853,800"
1737,"Jun 12, 2018",192.17,193.28,191.56,192.40,191.50,"11,562,700"
1738,"Jun 11, 2018",188.81,192.60,188.80,191.54,190.64,"12,928,900"
1739,"Jun 8, 2018",187.53,189.48,186.43,189.10,188.21,"12,677,100"
1740,"Jun 7, 2018",190.75,190.97,186.77,188.18,187.30,"21,503,200"
1741,"Jun 6, 2018",191.03,192.53,189.11,191.34,190.44,"22,558,900"
1742,"Jun 5, 2018",194.30,195.00,192.62,192.94,192.03,"15,544,300"
1743,"Jun 4, 2018",191.84,193.98,191.47,193.28,192.37,"18,939,800"
1744,"Jun 1, 2018",193.07,194.55,192.07,193.99,193.08,"17,307,200"
1745,"May 31, 2018",187.87,192.72,187.48,191.78,190.88,"30,782,600"
1746,"May 30, 2018",186.54,188.00,185.25,187.67,186.79,"13,736,900"
1747,"May 29, 2018",184.34,186.81,183.71,185.74,184.87,"16,398,900"
1748,"May 25, 2018",186.02,186.33,184.45,184.92,184.05,"10,965,100"
1749,"May 24, 2018",185.88,186.80,185.03,185.93,185.06,"12,354,700"
1750,"May 23, 2018",182.50,186.91,182.18,186.90,186.02,"16,628,100"
1751,"May 22, 2018",184.93,185.42,183.43,183.80,182.94,"12,731,400"
1752,"May 21, 2018",183.77,185.30,183.13,184.49,183.62,"13,532,900"
1753,"May 18, 2018",183.49,184.19,182.61,182.68,181.82,"13,130,500"
1754,"May 17, 2018",182.68,184.06,182.22,183.76,182.90,"14,840,700"
1755,"May 16, 2018",183.70,184.32,182.66,183.20,182.34,"16,975,500"
1756,"May 15, 2018",184.88,185.29,183.20,184.32,183.46,"15,429,400"
1757,"May 14, 2018",187.71,187.86,186.20,186.64,185.76,"15,646,700"
1758,"May 11, 2018",184.85,188.32,184.18,186.99,186.11,"21,207,800"
1759,"May 10, 2018",183.15,186.13,182.50,185.53,184.66,"21,071,400"
1760,"May 9, 2018",179.67,183.01,178.78,182.66,181.80,"23,282,800"
1761,"May 8, 2018",178.25,179.04,177.11,178.92,178.08,"15,577,200"
1762,"May 7, 2018",177.35,179.50,177.17,177.97,177.14,"18,697,200"
1763,"May 4, 2018",173.08,176.98,173.06,176.61,175.78,"17,677,800"
1764,"May 3, 2018",175.13,176.12,172.12,174.02,173.20,"24,026,100"
1765,"May 2, 2018",174.25,178.08,174.20,176.07,175.24,"30,424,500"
1766,"May 1, 2018",172.00,174.02,170.23,173.86,173.04,"26,025,900"
1767,"Apr 30, 2018",173.79,175.72,171.71,172.00,171.19,"20,750,500"
1768,"Apr 27, 2018",176.81,177.10,172.60,173.59,172.78,"29,804,700"
1769,"Apr 26, 2018",173.22,176.27,170.80,174.16,173.34,"77,556,900"
1770,"Apr 25, 2018",160.14,161.06,156.19,159.69,158.94,"41,083,600"
1771,"Apr 24, 2018",165.43,166.10,158.19,159.69,158.94,"35,079,900"
1772,"Apr 23, 2018",167.27,168.45,165.09,165.84,165.06,"23,088,100"
1773,"Apr 20, 2018",167.79,168.43,165.81,166.28,165.50,"19,119,400"
1774,"Apr 19, 2018",166.20,168.33,165.20,168.10,167.31,"22,235,000"
1775,"Apr 18, 2018",166.88,168.12,165.77,166.36,165.58,"20,969,600"
1776,"Apr 17, 2018",165.83,169.00,165.66,168.66,167.87,"22,743,000"
1777,"Apr 16, 2018",165.72,165.78,163.39,164.83,164.06,"18,119,400"
1778,"Apr 13, 2018",164.58,165.70,163.77,164.52,163.75,"19,990,600"
1779,"Apr 12, 2018",166.98,167.45,163.10,163.87,163.10,"38,263,000"
1780,"Apr 11, 2018",165.36,168.65,163.25,166.32,165.54,"56,144,600"
1781,"Apr 10, 2018",157.93,165.98,157.01,165.04,164.27,"57,889,300"
1782,"Apr 9, 2018",157.82,160.53,156.04,157.93,157.19,"34,915,200"
1783,"Apr 6, 2018",157.73,161.42,156.81,157.20,156.46,"41,644,800"
1784,"Apr 5, 2018",161.56,161.57,156.65,159.34,158.59,"41,449,600"
1785,"Apr 4, 2018",152.03,155.56,150.51,155.10,154.37,"49,885,600"
1786,"Apr 3, 2018",156.55,157.39,150.81,156.11,155.38,"42,543,900"
1787,"Apr 2, 2018",157.81,159.20,154.11,155.39,154.66,"36,796,000"
1788,"Mar 29, 2018",155.15,161.42,154.14,159.79,159.04,"59,434,300"
1789,"Mar 28, 2018",151.65,155.88,150.80,153.03,152.31,"60,029,200"
1790,"Mar 27, 2018",156.31,162.85,150.75,152.22,151.51,"79,117,000"
1791,"Mar 26, 2018",160.82,161.10,149.02,160.06,159.31,"126,116,600"
1792,"Mar 23, 2018",165.44,166.60,159.02,159.39,158.64,"53,609,700"
1793,"Mar 22, 2018",166.13,170.27,163.72,164.89,164.12,"73,743,000"
1794,"Mar 21, 2018",164.80,173.40,163.30,169.39,168.60,"106,598,800"
1795,"Mar 20, 2018",167.47,170.20,161.95,168.15,167.36,"129,851,800"
1796,"Mar 19, 2018",177.01,177.17,170.06,172.56,171.75,"88,140,100"
1797,"Mar 16, 2018",184.49,185.33,183.41,185.09,184.22,"24,403,400"
1798,"Mar 15, 2018",183.24,184.00,182.19,183.86,183.00,"15,614,300"
1799,"Mar 14, 2018",182.60,184.25,181.85,184.19,183.33,"16,821,700"
1800,"Mar 13, 2018",185.61,185.99,181.11,181.88,181.03,"18,067,500"
1801,"Mar 12, 2018",185.23,186.10,184.22,184.76,183.89,"15,301,200"
1802,"Mar 9, 2018",183.91,185.51,183.21,185.23,184.36,"18,526,300"
1803,"Mar 8, 2018",183.56,184.40,181.45,182.34,181.48,"17,225,900"
1804,"Mar 7, 2018",178.74,183.82,178.07,183.71,182.85,"19,097,300"
1805,"Mar 6, 2018",181.78,182.38,179.11,179.78,178.94,"15,086,800"
1806,"Mar 5, 2018",176.20,181.15,175.89,180.40,179.55,"16,189,300"
1807,"Mar 2, 2018",173.29,177.11,172.99,176.62,175.79,"20,025,900"
1808,"Mar 1, 2018",179.01,180.12,174.41,175.94,175.11,"23,201,600"
1809,"Feb 28, 2018",182.30,182.88,178.14,178.32,177.48,"18,783,000"
1810,"Feb 27, 2018",184.45,184.70,181.46,181.46,180.61,"15,849,800"
1811,"Feb 26, 2018",184.58,185.66,183.22,184.93,184.06,"17,599,700"
1812,"Feb 23, 2018",179.90,183.39,179.51,183.29,182.43,"19,007,300"
1813,"Feb 22, 2018",178.70,180.21,177.41,178.99,178.15,"18,464,200"
1814,"Feb 21, 2018",176.71,181.27,176.40,177.91,177.08,"23,200,800"
1815,"Feb 20, 2018",175.77,177.95,175.11,176.01,175.18,"21,204,900"
1816,"Feb 16, 2018",178.99,179.88,176.30,177.36,176.53,"20,645,300"
1817,"Feb 15, 2018",180.50,180.50,176.84,179.96,179.12,"20,922,100"
1818,"Feb 14, 2018",173.45,179.81,173.21,179.52,178.68,"28,929,700"
1819,"Feb 13, 2018",175.62,175.97,173.10,173.15,172.34,"21,809,400"
1820,"Feb 12, 2018",177.06,177.55,171.84,176.41,175.58,"32,092,100"
1821,"Feb 9, 2018",174.76,176.90,167.18,176.11,175.28,"39,887,600"
1822,"Feb 8, 2018",181.01,181.84,171.48,171.58,170.78,"38,478,300"
1823,"Feb 7, 2018",184.15,185.08,179.95,180.18,179.33,"27,601,900"
1824,"Feb 6, 2018",178.57,185.77,177.74,185.31,184.44,"37,758,500"
1825,"Feb 5, 2018",186.93,190.61,180.61,181.26,180.41,"33,128,200"
1826,"Feb 2, 2018",192.04,194.21,189.98,190.28,189.39,"26,677,500"
1827,"Feb 1, 2018",188.22,195.32,187.89,193.09,192.18,"54,211,300"
1828,"Jan 31, 2018",188.37,189.83,185.22,186.89,186.01,"43,275,100"
1829,"Jan 30, 2018",187.62,188.18,181.84,187.12,186.24,"20,858,600"
1830,"Jan 29, 2018",188.75,188.84,185.63,185.98,185.11,"20,453,200"
1831,"Jan 26, 2018",187.75,190.00,186.81,190.00,189.11,"17,759,200"
1832,"Jan 25, 2018",187.95,188.62,186.60,187.48,186.60,"17,377,700"
1833,"Jan 24, 2018",189.89,190.66,186.52,186.55,185.67,"24,334,500"
1834,"Jan 23, 2018",186.05,189.55,185.55,189.35,188.46,"25,678,800"
1835,"Jan 22, 2018",180.80,185.39,180.41,185.37,184.50,"21,059,500"
1836,"Jan 19, 2018",180.85,182.37,180.17,181.29,180.44,"26,826,500"
1837,"Jan 18, 2018",178.13,180.98,177.08,179.80,178.96,"23,304,900"
1838,"Jan 17, 2018",179.26,179.32,175.80,177.60,176.77,"27,992,400"
1839,"Jan 16, 2018",181.50,181.75,178.04,178.39,177.55,"36,183,800"
1840,"Jan 12, 2018",178.06,181.48,177.40,179.37,178.53,"77,551,300"
1841,"Jan 11, 2018",188.40,188.40,187.38,187.77,186.89,"9,588,600"
1842,"Jan 10, 2018",186.94,187.89,185.63,187.84,186.96,"10,529,900"
1843,"Jan 9, 2018",188.70,188.80,187.10,187.87,186.99,"12,393,100"
1844,"Jan 8, 2018",187.20,188.90,186.33,188.28,187.40,"17,994,700"
1845,"Jan 5, 2018",185.59,186.90,184.93,186.85,185.97,"13,574,500"
1846,"Jan 4, 2018",184.90,186.21,184.10,184.33,183.47,"13,880,900"
1847,"Jan 3, 2018",181.88,184.78,181.33,184.67,183.80,"16,886,600"
1848,"Jan 2, 2018",177.68,181.58,177.55,181.42,180.57,"18,151,900"
1849,"Dec 29, 2017",178.00,178.85,176.46,176.46,175.63,"10,261,500"
1850,"Dec 28, 2017",177.95,178.94,177.68,177.92,177.09,"12,220,800"
1851,"Dec 27, 2017",176.55,178.44,176.26,177.62,176.79,"9,496,100"
1852,"Dec 26, 2017",176.63,177.00,174.67,175.99,175.16,"8,897,300"
1853,"Dec 22, 2017",177.14,177.53,176.23,177.20,176.37,"8,509,500"
1854,"Dec 21, 2017",177.94,178.68,177.05,177.45,176.62,"11,600,700"
1855,"Dec 20, 2017",179.81,179.81,177.36,177.89,177.06,"11,860,500"
1856,"Dec 19, 2017",179.95,180.08,178.22,179.51,178.67,"14,920,600"
1857,"Dec 18, 2017",181.01,181.30,179.75,180.82,179.97,"17,265,400"
1858,"Dec 15, 2017",179.02,180.49,178.36,180.18,179.33,"28,463,100"
1859,"Dec 14, 2017",178.29,180.36,177.68,178.39,177.55,"13,591,000"
1860,"Dec 13, 2017",177.30,179.16,177.25,178.30,177.46,"14,615,700"
1861,"Dec 12, 2017",178.60,179.18,176.60,176.96,176.13,"16,854,100"
1862,"Dec 11, 2017",179.30,180.22,178.80,179.04,178.20,"13,168,600"
1863,"Dec 8, 2017",181.53,182.28,178.74,179.00,178.16,"19,883,800"
1864,"Dec 7, 2017",175.80,180.39,175.80,180.14,179.29,"20,404,500"
1865,"Dec 6, 2017",172.50,176.77,171.90,176.06,175.23,"20,255,800"
1866,"Dec 5, 2017",170.45,175.38,169.01,172.83,172.02,"20,184,900"
1867,"Dec 4, 2017",176.29,176.57,170.79,171.47,170.67,"24,459,400"
1868,"Dec 1, 2017",176.03,177.48,172.34,175.10,174.28,"20,182,500"
1869,"Nov 30, 2017",176.85,178.28,175.20,177.18,176.35,"25,307,600"
1870,"Nov 29, 2017",181.89,181.97,174.00,175.13,174.31,"41,933,500"
1871,"Nov 28, 2017",183.51,184.25,182.09,182.42,181.56,"14,379,700"
1872,"Nov 27, 2017",182.56,183.73,181.99,183.03,182.17,"12,344,500"
1873,"Nov 24, 2017",180.40,183.15,180.29,182.78,181.92,"9,426,300"
1874,"Nov 22, 2017",181.30,181.73,180.44,180.87,180.02,"10,376,300"
1875,"Nov 21, 2017",179.15,181.89,178.99,181.86,181.01,"14,504,000"
1876,"Nov 20, 2017",178.87,179.50,178.10,178.74,177.90,"10,052,400"
1877,"Nov 17, 2017",179.30,179.98,178.90,179.00,178.16,"13,018,000"
1878,"Nov 16, 2017",178.76,179.83,178.50,179.59,178.75,"15,607,600"
1879,"Nov 15, 2017",176.66,178.57,176.40,177.95,177.12,"10,253,700"
1880,"Nov 14, 2017",178.13,178.97,177.18,178.07,177.23,"9,585,900"
1881,"Nov 13, 2017",177.50,179.04,177.30,178.77,177.93,"9,523,400"
